date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2013/2/22,11304,Friday,7,2,2013,d_756,,,,,0,0,0
2013/2/23,11305,Saturday,1,2,2013,d_757,,,,,0,0,0
2013/2/24,11305,Sunday,2,2,2013,d_758,Purim End,Religious,,,0,0,0
2013/2/25,11305,Monday,3,2,2013,d_759,,,,,0,0,0
2013/2/26,11305,Tuesday,4,2,2013,d_760,,,,,0,0,0
2013/2/27,11305,Wednesday,5,2,2013,d_761,,,,,0,0,0
2013/2/28,11305,Thursday,6,2,2013,d_762,,,,,0,0,0
2013/3/1,11305,Friday,7,3,2013,d_763,,,,,1,1,0
2013/3/2,11306,Saturday,1,3,2013,d_764,,,,,1,0,1
2013/3/3,11306,Sunday,2,3,2013,d_765,,,,,1,1,1
2013/3/4,11306,Monday,3,3,2013,d_766,,,,,1,0,0
2013/3/5,11306,Tuesday,4,3,2013,d_767,,,,,1,1,1
2013/3/6,11306,Wednesday,5,3,2013,d_768,,,,,1,1,1
2013/3/7,11306,Thursday,6,3,2013,d_769,,,,,1,1,0
2013/3/8,11306,Friday,7,3,2013,d_770,,,,,1,0,1
2013/3/9,11307,Saturday,1,3,2013,d_771,,,,,1,1,1
2013/3/10,11307,Sunday,2,3,2013,d_772,,,,,1,0,0
2013/3/11,11307,Monday,3,3,2013,d_773,,,,,0,1,1
2013/3/12,11307,Tuesday,4,3,2013,d_774,,,,,0,1,1
2013/3/13,11307,Wednesday,5,3,2013,d_775,,,,,0,1,0
2013/3/14,11307,Thursday,6,3,2013,d_776,,,,,0,0,1
2013/3/15,11307,Friday,7,3,2013,d_777,,,,,0,1,1
2013/3/16,11308,Saturday,1,3,2013,d_778,,,,,0,0,0
2013/3/17,11308,Sunday,2,3,2013,d_779,StPatricksDay,Cultural,,,0,0,0
2013/3/18,11308,Monday,3,3,2013,d_780,,,,,0,0,0
2013/3/19,11308,Tuesday,4,3,2013,d_781,,,,,0,0,0
2013/3/20,11308,Wednesday,5,3,2013,d_782,,,,,0,0,0
2013/3/21,11308,Thursday,6,3,2013,d_783,,,,,0,0,0
2013/3/22,11308,Friday,7,3,2013,d_784,,,,,0,0,0
2013/3/23,11309,Saturday,1,3,2013,d_785,,,,,0,0,0
2013/3/24,11309,Sunday,2,3,2013,d_786,,,,,0,0,0
2013/3/25,11309,Monday,3,3,2013,d_787,,,,,0,0,0
2013/3/26,11309,Tuesday,4,3,2013,d_788,,,,,0,0,0
2013/3/27,11309,Wednesday,5,3,2013,d_789,,,,,0,0,0
2013/3/28,11309,Thursday,6,3,2013,d_790,,,,,0,0,0
2013/3/29,11309,Friday,7,3,2013,d_791,,,,,0,0,0
2013/3/30,11310,Saturday,1,3,2013,d_792,,,,,0,0,0
2013/3/31,11310,Sunday,2,3,2013,d_793,Easter,Cultural,,,0,0,0
2013/4/1,11310,Monday,3,4,2013,d_794,,,,,1,1,0
2013/4/2,11310,Tuesday,4,4,2013,d_795,Pesach End,Religious,,,1,0,1
2013/4/3,11310,Wednesday,5,4,2013,d_796,,,,,1,1,1
2013/4/4,11310,Thursday,6,4,2013,d_797,,,,,1,0,0
2013/4/5,11310,Friday,7,4,2013,d_798,,,,,1,1,1
2013/4/6,11311,Saturday,1,4,2013,d_799,,,,,1,1,1
2013/4/7,11311,Sunday,2,4,2013,d_800,,,,,1,1,0
2013/4/8,11311,Monday,3,4,2013,d_801,,,,,1,0,1
2013/4/9,11311,Tuesday,4,4,2013,d_802,,,,,1,1,1
2013/4/10,11311,Wednesday,5,4,2013,d_803,,,,,1,0,0
2013/4/11,11311,Thursday,6,4,2013,d_804,,,,,0,1,1
2013/4/12,11311,Friday,7,4,2013,d_805,,,,,0,1,1
2013/4/13,11312,Saturday,1,4,2013,d_806,,,,,0,1,0
2013/4/14,11312,Sunday,2,4,2013,d_807,,,,,0,0,1
2013/4/15,11312,Monday,3,4,2013,d_808,,,,,0,1,1
2013/4/16,11312,Tuesday,4,4,2013,d_809,,,,,0,0,0
2013/4/17,11312,Wednesday,5,4,2013,d_810,,,,,0,0,0
2013/4/18,11312,Thursday,6,4,2013,d_811,,,,,0,0,0
2013/4/19,11312,Friday,7,4,2013,d_812,,,,,0,0,0
2013/4/20,11313,Saturday,1,4,2013,d_813,,,,,0,0,0
2013/4/21,11313,Sunday,2,4,2013,d_814,,,,,0,0,0
2013/4/22,11313,Monday,3,4,2013,d_815,,,,,0,0,0
2013/4/23,11313,Tuesday,4,4,2013,d_816,,,,,0,0,0
2013/4/24,11313,Wednesday,5,4,2013,d_817,,,,,0,0,0
2013/4/25,11313,Thursday,6,4,2013,d_818,,,,,0,0,0
2013/4/26,11313,Friday,7,4,2013,d_819,,,,,0,0,0
2013/4/27,11314,Saturday,1,4,2013,d_820,,,,,0,0,0
2013/4/28,11314,Sunday,2,4,2013,d_821,,,,,0,0,0
2013/4/29,11314,Monday,3,4,2013,d_822,,,,,0,0,0
2013/4/30,11314,Tuesday,4,4,2013,d_823,,,,,0,0,0
2013/5/1,11314,Wednesday,5,5,2013,d_824,,,,,1,1,0
2013/5/2,11314,Thursday,6,5,2013,d_825,,,,,1,0,1
2013/5/3,11314,Friday,7,5,2013,d_826,,,,,1,1,1
2013/5/4,11315,Saturday,1,5,2013,d_827,,,,,1,0,0
2013/5/5,11315,Sunday,2,5,2013,d_828,OrthodoxEaster,Religious,Cinco De Mayo,Cultural,1,1,1
2013/5/6,11315,Monday,3,5,2013,d_829,,,,,1,1,1
2013/5/7,11315,Tuesday,4,5,2013,d_830,,,,,1,1,0
2013/5/8,11315,Wednesday,5,5,2013,d_831,,,,,1,0,1
2013/5/9,11315,Thursday,6,5,2013,d_832,,,,,1,1,1
2013/5/10,11315,Friday,7,5,2013,d_833,,,,,1,0,0
2013/5/11,11316,Saturday,1,5,2013,d_834,,,,,0,1,1
2013/5/12,11316,Sunday,2,5,2013,d_835,Mother's day,Cultural,,,0,1,1
2013/5/13,11316,Monday,3,5,2013,d_836,,,,,0,1,0
2013/5/14,11316,Tuesday,4,5,2013,d_837,,,,,0,0,1
2013/5/15,11316,Wednesday,5,5,2013,d_838,,,,,0,1,1
2013/5/16,11316,Thursday,6,5,2013,d_839,,,,,0,0,0
2013/5/17,11316,Friday,7,5,2013,d_840,,,,,0,0,0
2013/5/18,11317,Saturday,1,5,2013,d_841,,,,,0,0,0
2013/5/19,11317,Sunday,2,5,2013,d_842,,,,,0,0,0
2013/5/20,11317,Monday,3,5,2013,d_843,,,,,0,0,0
2013/5/21,11317,Tuesday,4,5,2013,d_844,,,,,0,0,0
2013/5/22,11317,Wednesday,5,5,2013,d_845,,,,,0,0,0
2013/5/23,11317,Thursday,6,5,2013,d_846,,,,,0,0,0
2013/5/24,11317,Friday,7,5,2013,d_847,,,,,0,0,0
2013/5/25,11318,Saturday,1,5,2013,d_848,,,,,0,0,0
2013/5/26,11318,Sunday,2,5,2013,d_849,,,,,0,0,0
2013/5/27,11318,Monday,3,5,2013,d_850,MemorialDay,National,,,0,0,0
2013/5/28,11318,Tuesday,4,5,2013,d_851,,,,,0,0,0
2013/5/29,11318,Wednesday,5,5,2013,d_852,,,,,0,0,0
2013/5/30,11318,Thursday,6,5,2013,d_853,,,,,0,0,0
2013/5/31,11318,Friday,7,5,2013,d_854,,,,,0,0,0
2013/6/1,11319,Saturday,1,6,2013,d_855,,,,,1,1,0
2013/6/2,11319,Sunday,2,6,2013,d_856,,,,,1,0,1
2013/6/3,11319,Monday,3,6,2013,d_857,,,,,1,1,1
2013/6/4,11319,Tuesday,4,6,2013,d_858,,,,,1,0,0
2013/6/5,11319,Wednesday,5,6,2013,d_859,,,,,1,1,1
2013/6/6,11319,Thursday,6,6,2013,d_860,NBAFinalsStart,Sporting,,,1,1,1
2013/6/7,11319,Friday,7,6,2013,d_861,,,,,1,1,0
2013/6/8,11320,Saturday,1,6,2013,d_862,,,,,1,0,1
2013/6/9,11320,Sunday,2,6,2013,d_863,,,,,1,1,1
2013/6/10,11320,Monday,3,6,2013,d_864,,,,,1,0,0
2013/6/11,11320,Tuesday,4,6,2013,d_865,,,,,0,1,1
2013/6/12,11320,Wednesday,5,6,2013,d_866,,,,,0,1,1
2013/6/13,11320,Thursday,6,6,2013,d_867,,,,,0,1,0
2013/6/14,11320,Friday,7,6,2013,d_868,,,,,0,0,1
2013/6/15,11321,Saturday,1,6,2013,d_869,,,,,0,1,1
2013/6/16,11321,Sunday,2,6,2013,d_870,Father's day,Cultural,,,0,0,0
2013/6/17,11321,Monday,3,6,2013,d_871,,,,,0,0,0
2013/6/18,11321,Tuesday,4,6,2013,d_872,,,,,0,0,0
2013/6/19,11321,Wednesday,5,6,2013,d_873,,,,,0,0,0
2013/6/20,11321,Thursday,6,6,2013,d_874,NBAFinalsEnd,Sporting,,,0,0,0
2013/6/21,11321,Friday,7,6,2013,d_875,,,,,0,0,0
2013/6/22,11322,Saturday,1,6,2013,d_876,,,,,0,0,0
2013/6/23,11322,Sunday,2,6,2013,d_877,,,,,0,0,0
2013/6/24,11322,Monday,3,6,2013,d_878,,,,,0,0,0
2013/6/25,11322,Tuesday,4,6,2013,d_879,,,,,0,0,0
2013/6/26,11322,Wednesday,5,6,2013,d_880,,,,,0,0,0
2013/6/27,11322,Thursday,6,6,2013,d_881,,,,,0,0,0
2013/6/28,11322,Friday,7,6,2013,d_882,,,,,0,0,0
2013/6/29,11323,Saturday,1,6,2013,d_883,,,,,0,0,0
2013/6/30,11323,Sunday,2,6,2013,d_884,,,,,0,0,0
2013/7/1,11323,Monday,3,7,2013,d_885,,,,,1,1,0
2013/7/2,11323,Tuesday,4,7,2013,d_886,,,,,1,0,1
2013/7/3,11323,Wednesday,5,7,2013,d_887,,,,,1,1,1
2013/7/4,11323,Thursday,6,7,2013,d_888,IndependenceDay,National,,,1,0,0
2013/7/5,11323,Friday,7,7,2013,d_889,,,,,1,1,1
2013/7/6,11324,Saturday,1,7,2013,d_890,,,,,1,1,1
2013/7/7,11324,Sunday,2,7,2013,d_891,,,,,1,1,0
2013/7/8,11324,Monday,3,7,2013,d_892,,,,,1,0,1
2013/7/9,11324,Tuesday,4,7,2013,d_893,Ramadan starts,Religious,,,1,1,1
2013/7/10,11324,Wednesday,5,7,2013,d_894,,,,,1,0,0
2013/7/11,11324,Thursday,6,7,2013,d_895,,,,,0,1,1
2013/7/12,11324,Friday,7,7,2013,d_896,,,,,0,1,1
2013/7/13,11325,Saturday,1,7,2013,d_897,,,,,0,1,0
2013/7/14,11325,Sunday,2,7,2013,d_898,,,,,0,0,1
2013/7/15,11325,Monday,3,7,2013,d_899,,,,,0,1,1
2013/7/16,11325,Tuesday,4,7,2013,d_900,,,,,0,0,0
2013/7/17,11325,Wednesday,5,7,2013,d_901,,,,,0,0,0
2013/7/18,11325,Thursday,6,7,2013,d_902,,,,,0,0,0
2013/7/19,11325,Friday,7,7,2013,d_903,,,,,0,0,0
2013/7/20,11326,Saturday,1,7,2013,d_904,,,,,0,0,0
2013/7/21,11326,Sunday,2,7,2013,d_905,,,,,0,0,0
2013/7/22,11326,Monday,3,7,2013,d_906,,,,,0,0,0
2013/7/23,11326,Tuesday,4,7,2013,d_907,,,,,0,0,0
2013/7/24,11326,Wednesday,5,7,2013,d_908,,,,,0,0,0
2013/7/25,11326,Thursday,6,7,2013,d_909,,,,,0,0,0
2013/7/26,11326,Friday,7,7,2013,d_910,,,,,0,0,0
2013/7/27,11327,Saturday,1,7,2013,d_911,,,,,0,0,0
2013/7/28,11327,Sunday,2,7,2013,d_912,,,,,0,0,0
2013/7/29,11327,Monday,3,7,2013,d_913,,,,,0,0,0
2013/7/30,11327,Tuesday,4,7,2013,d_914,,,,,0,0,0
2013/7/31,11327,Wednesday,5,7,2013,d_915,,,,,0,0,0
2013/8/1,11327,Thursday,6,8,2013,d_916,,,,,1,1,0
2013/8/2,11327,Friday,7,8,2013,d_917,,,,,1,0,1
2013/8/3,11328,Saturday,1,8,2013,d_918,,,,,1,1,1
2013/8/4,11328,Sunday,2,8,2013,d_919,,,,,1,0,0
2013/8/5,11328,Monday,3,8,2013,d_920,,,,,1,1,1
2013/8/6,11328,Tuesday,4,8,2013,d_921,,,,,1,1,1
2013/8/7,11328,Wednesday,5,8,2013,d_922,,,,,1,1,0
2013/8/8,11328,Thursday,6,8,2013,d_923,Eid al-Fitr,Religious,,,1,0,1
2013/8/9,11328,Friday,7,8,2013,d_924,,,,,1,1,1
2013/8/10,11329,Saturday,1,8,2013,d_925,,,,,1,0,0
2013/8/11,11329,Sunday,2,8,2013,d_926,,,,,0,1,1
2013/8/12,11329,Monday,3,8,2013,d_927,,,,,0,1,1
2013/8/13,11329,Tuesday,4,8,2013,d_928,,,,,0,1,0
2013/8/14,11329,Wednesday,5,8,2013,d_929,,,,,0,0,1
2013/8/15,11329,Thursday,6,8,2013,d_930,,,,,0,1,1
2013/8/16,11329,Friday,7,8,2013,d_931,,,,,0,0,0
2013/8/17,11330,Saturday,1,8,2013,d_932,,,,,0,0,0
2013/8/18,11330,Sunday,2,8,2013,d_933,,,,,0,0,0
2013/8/19,11330,Monday,3,8,2013,d_934,,,,,0,0,0
2013/8/20,11330,Tuesday,4,8,2013,d_935,,,,,0,0,0
2013/8/21,11330,Wednesday,5,8,2013,d_936,,,,,0,0,0
2013/8/22,11330,Thursday,6,8,2013,d_937,,,,,0,0,0
2013/8/23,11330,Friday,7,8,2013,d_938,,,,,0,0,0
2013/8/24,11331,Saturday,1,8,2013,d_939,,,,,0,0,0
2013/8/25,11331,Sunday,2,8,2013,d_940,,,,,0,0,0
2013/8/26,11331,Monday,3,8,2013,d_941,,,,,0,0,0
2013/8/27,11331,Tuesday,4,8,2013,d_942,,,,,0,0,0
2013/8/28,11331,Wednesday,5,8,2013,d_943,,,,,0,0,0
2013/8/29,11331,Thursday,6,8,2013,d_944,,,,,0,0,0
2013/8/30,11331,Friday,7,8,2013,d_945,,,,,0,0,0
2013/8/31,11332,Saturday,1,8,2013,d_946,,,,,0,0,0
2013/9/1,11332,Sunday,2,9,2013,d_947,,,,,1,1,0
2013/9/2,11332,Monday,3,9,2013,d_948,LaborDay,National,,,1,0,1
2013/9/3,11332,Tuesday,4,9,2013,d_949,,,,,1,1,1
2013/9/4,11332,Wednesday,5,9,2013,d_950,,,,,1,0,0
2013/9/5,11332,Thursday,6,9,2013,d_951,,,,,1,1,1
2013/9/6,11332,Friday,7,9,2013,d_952,,,,,1,1,1
2013/9/7,11333,Saturday,1,9,2013,d_953,,,,,1,1,0
2013/9/8,11333,Sunday,2,9,2013,d_954,,,,,1,0,1
2013/9/9,11333,Monday,3,9,2013,d_955,,,,,1,1,1
2013/9/10,11333,Tuesday,4,9,2013,d_956,,,,,1,0,0
2013/9/11,11333,Wednesday,5,9,2013,d_957,,,,,0,1,1
2013/9/12,11333,Thursday,6,9,2013,d_958,,,,,0,1,1
2013/9/13,11333,Friday,7,9,2013,d_959,,,,,0,1,0
2013/9/14,11334,Saturday,1,9,2013,d_960,,,,,0,0,1
2013/9/15,11334,Sunday,2,9,2013,d_961,,,,,0,1,1
2013/9/16,11334,Monday,3,9,2013,d_962,,,,,0,0,0
2013/9/17,11334,Tuesday,4,9,2013,d_963,,,,,0,0,0
2013/9/18,11334,Wednesday,5,9,2013,d_964,,,,,0,0,0
2013/9/19,11334,Thursday,6,9,2013,d_965,,,,,0,0,0
2013/9/20,11334,Friday,7,9,2013,d_966,,,,,0,0,0
2013/9/21,11335,Saturday,1,9,2013,d_967,,,,,0,0,0
2013/9/22,11335,Sunday,2,9,2013,d_968,,,,,0,0,0
2013/9/23,11335,Monday,3,9,2013,d_969,,,,,0,0,0
2013/9/24,11335,Tuesday,4,9,2013,d_970,,,,,0,0,0
2013/9/25,11335,Wednesday,5,9,2013,d_971,,,,,0,0,0
2013/9/26,11335,Thursday,6,9,2013,d_972,,,,,0,0,0
2013/9/27,11335,Friday,7,9,2013,d_973,,,,,0,0,0
2013/9/28,11336,Saturday,1,9,2013,d_974,,,,,0,0,0
2013/9/29,11336,Sunday,2,9,2013,d_975,,,,,0,0,0
2013/9/30,11336,Monday,3,9,2013,d_976,,,,,0,0,0
2013/10/1,11336,Tuesday,4,10,2013,d_977,,,,,1,1,0
2013/10/2,11336,Wednesday,5,10,2013,d_978,,,,,1,0,1
2013/10/3,11336,Thursday,6,10,2013,d_979,,,,,1,1,1
2013/10/4,11336,Friday,7,10,2013,d_980,,,,,1,0,0
2013/10/5,11337,Saturday,1,10,2013,d_981,,,,,1,1,1
2013/10/6,11337,Sunday,2,10,2013,d_982,,,,,1,1,1
2013/10/7,11337,Monday,3,10,2013,d_983,,,,,1,1,0
2013/10/8,11337,Tuesday,4,10,2013,d_984,,,,,1,0,1
2013/10/9,11337,Wednesday,5,10,2013,d_985,,,,,1,1,1
2013/10/10,11337,Thursday,6,10,2013,d_986,,,,,1,0,0
2013/10/11,11337,Friday,7,10,2013,d_987,,,,,0,1,1
2013/10/12,11338,Saturday,1,10,2013,d_988,,,,,0,1,1
2013/10/13,11338,Sunday,2,10,2013,d_989,,,,,0,1,0
2013/10/14,11338,Monday,3,10,2013,d_990,ColumbusDay,National,,,0,0,1
2013/10/15,11338,Tuesday,4,10,2013,d_991,EidAlAdha,Religious,,,0,1,1
2013/10/16,11338,Wednesday,5,10,2013,d_992,,,,,0,0,0
2013/10/17,11338,Thursday,6,10,2013,d_993,,,,,0,0,0
2013/10/18,11338,Friday,7,10,2013,d_994,,,,,0,0,0
2013/10/19,11339,Saturday,1,10,2013,d_995,,,,,0,0,0
2013/10/20,11339,Sunday,2,10,2013,d_996,,,,,0,0,0
2013/10/21,11339,Monday,3,10,2013,d_997,,,,,0,0,0
2013/10/22,11339,Tuesday,4,10,2013,d_998,,,,,0,0,0
2013/10/23,11339,Wednesday,5,10,2013,d_999,,,,,0,0,0
2013/10/24,11339,Thursday,6,10,2013,d_1000,,,,,0,0,0
2013/10/25,11339,Friday,7,10,2013,d_1001,,,,,0,0,0
2013/10/26,11340,Saturday,1,10,2013,d_1002,,,,,0,0,0
2013/10/27,11340,Sunday,2,10,2013,d_1003,,,,,0,0,0
2013/10/28,11340,Monday,3,10,2013,d_1004,,,,,0,0,0
2013/10/29,11340,Tuesday,4,10,2013,d_1005,,,,,0,0,0
2013/10/30,11340,Wednesday,5,10,2013,d_1006,,,,,0,0,0
2013/10/31,11340,Thursday,6,10,2013,d_1007,Halloween,Cultural,,,0,0,0
2013/11/1,11340,Friday,7,11,2013,d_1008,,,,,1,1,0
2013/11/2,11341,Saturday,1,11,2013,d_1009,,,,,1,0,1
2013/11/3,11341,Sunday,2,11,2013,d_1010,,,,,1,1,1
2013/11/4,11341,Monday,3,11,2013,d_1011,,,,,1,0,0
2013/11/5,11341,Tuesday,4,11,2013,d_1012,,,,,1,1,1
2013/11/6,11341,Wednesday,5,11,2013,d_1013,,,,,1,1,1
2013/11/7,11341,Thursday,6,11,2013,d_1014,,,,,1,1,0
2013/11/8,11341,Friday,7,11,2013,d_1015,,,,,1,0,1
2013/11/9,11342,Saturday,1,11,2013,d_1016,,,,,1,1,1
2013/11/10,11342,Sunday,2,11,2013,d_1017,,,,,1,0,0
2013/11/11,11342,Monday,3,11,2013,d_1018,VeteransDay,National,,,0,1,1
2013/11/12,11342,Tuesday,4,11,2013,d_1019,,,,,0,1,1
2013/11/13,11342,Wednesday,5,11,2013,d_1020,,,,,0,1,0
2013/11/14,11342,Thursday,6,11,2013,d_1021,,,,,0,0,1
2013/11/15,11342,Friday,7,11,2013,d_1022,,,,,0,1,1
2013/11/16,11343,Saturday,1,11,2013,d_1023,,,,,0,0,0
2013/11/17,11343,Sunday,2,11,2013,d_1024,,,,,0,0,0
2013/11/18,11343,Monday,3,11,2013,d_1025,,,,,0,0,0
2013/11/19,11343,Tuesday,4,11,2013,d_1026,,,,,0,0,0
2013/11/20,11343,Wednesday,5,11,2013,d_1027,,,,,0,0,0
2013/11/21,11343,Thursday,6,11,2013,d_1028,,,,,0,0,0
2013/11/22,11343,Friday,7,11,2013,d_1029,,,,,0,0,0
2013/11/23,11344,Saturday,1,11,2013,d_1030,,,,,0,0,0
2013/11/24,11344,Sunday,2,11,2013,d_1031,,,,,0,0,0
2013/11/25,11344,Monday,3,11,2013,d_1032,,,,,0,0,0
2013/11/26,11344,Tuesday,4,11,2013,d_1033,,,,,0,0,0
2013/11/27,11344,Wednesday,5,11,2013,d_1034,,,,,0,0,0
2013/11/28,11344,Thursday,6,11,2013,d_1035,Thanksgiving,National,,,0,0,0
2013/11/29,11344,Friday,7,11,2013,d_1036,,,,,0,0,0
2013/11/30,11345,Saturday,1,11,2013,d_1037,,,,,0,0,0
2013/12/1,11345,Sunday,2,12,2013,d_1038,,,,,1,1,0
2013/12/2,11345,Monday,3,12,2013,d_1039,,,,,1,0,1
2013/12/3,11345,Tuesday,4,12,2013,d_1040,,,,,1,1,1
2013/12/4,11345,Wednesday,5,12,2013,d_1041,,,,,1,0,0
2013/12/5,11345,Thursday,6,12,2013,d_1042,Chanukah End,Religious,,,1,1,1
2013/12/6,11345,Friday,7,12,2013,d_1043,,,,,1,1,1
2013/12/7,11346,Saturday,1,12,2013,d_1044,,,,,1,1,0
2013/12/8,11346,Sunday,2,12,2013,d_1045,,,,,1,0,1
2013/12/9,11346,Monday,3,12,2013,d_1046,,,,,1,1,1
2013/12/10,11346,Tuesday,4,12,2013,d_1047,,,,,1,0,0
2013/12/11,11346,Wednesday,5,12,2013,d_1048,,,,,0,1,1
2013/12/12,11346,Thursday,6,12,2013,d_1049,,,,,0,1,1
2013/12/13,11346,Friday,7,12,2013,d_1050,,,,,0,1,0
2013/12/14,11347,Saturday,1,12,2013,d_1051,,,,,0,0,1
2013/12/15,11347,Sunday,2,12,2013,d_1052,,,,,0,1,1
2013/12/16,11347,Monday,3,12,2013,d_1053,,,,,0,0,0
2013/12/17,11347,Tuesday,4,12,2013,d_1054,,,,,0,0,0
2013/12/18,11347,Wednesday,5,12,2013,d_1055,,,,,0,0,0
2013/12/19,11347,Thursday,6,12,2013,d_1056,,,,,0,0,0
2013/12/20,11347,Friday,7,12,2013,d_1057,,,,,0,0,0
2013/12/21,11348,Saturday,1,12,2013,d_1058,,,,,0,0,0
2013/12/22,11348,Sunday,2,12,2013,d_1059,,,,,0,0,0
2013/12/23,11348,Monday,3,12,2013,d_1060,,,,,0,0,0
2013/12/24,11348,Tuesday,4,12,2013,d_1061,,,,,0,0,0
2013/12/25,11348,Wednesday,5,12,2013,d_1062,Christmas,National,,,0,0,0
2013/12/26,11348,Thursday,6,12,2013,d_1063,,,,,0,0,0
2013/12/27,11348,Friday,7,12,2013,d_1064,,,,,0,0,0
2013/12/28,11349,Saturday,1,12,2013,d_1065,,,,,0,0,0
2013/12/29,11349,Sunday,2,12,2013,d_1066,,,,,0,0,0
2013/12/30,11349,Monday,3,12,2013,d_1067,,,,,0,0,0
2013/12/31,11349,Tuesday,4,12,2013,d_1068,,,,,0,0,0
2014/1/1,11349,Wednesday,5,1,2014,d_1069,NewYear,National,,,1,1,0
2014/1/2,11349,Thursday,6,1,2014,d_1070,,,,,1,0,1
2014/1/3,11349,Friday,7,1,2014,d_1071,,,,,1,1,1
2014/1/4,11350,Saturday,1,1,2014,d_1072,,,,,1,0,0
2014/1/5,11350,Sunday,2,1,2014,d_1073,,,,,1,1,1
2014/1/6,11350,Monday,3,1,2014,d_1074,,,,,1,1,1
2014/1/7,11350,Tuesday,4,1,2014,d_1075,OrthodoxChristmas,Religious,,,1,1,0
2014/1/8,11350,Wednesday,5,1,2014,d_1076,,,,,1,0,1
2014/1/9,11350,Thursday,6,1,2014,d_1077,,,,,1,1,1
2014/1/10,11350,Friday,7,1,2014,d_1078,,,,,1,0,0
2014/1/11,11351,Saturday,1,1,2014,d_1079,,,,,0,1,1
2014/1/12,11351,Sunday,2,1,2014,d_1080,,,,,0,1,1
2014/1/13,11351,Monday,3,1,2014,d_1081,,,,,0,1,0
2014/1/14,11351,Tuesday,4,1,2014,d_1082,,,,,0,0,1
2014/1/15,11351,Wednesday,5,1,2014,d_1083,,,,,0,1,1
2014/1/16,11351,Thursday,6,1,2014,d_1084,,,,,0,0,0
2014/1/17,11351,Friday,7,1,2014,d_1085,,,,,0,0,0
2014/1/18,11352,Saturday,1,1,2014,d_1086,,,,,0,0,0
2014/1/19,11352,Sunday,2,1,2014,d_1087,,,,,0,0,0
2014/1/20,11352,Monday,3,1,2014,d_1088,MartinLutherKingDay,National,,,0,0,0
2014/1/21,11352,Tuesday,4,1,2014,d_1089,,,,,0,0,0
2014/1/22,11352,Wednesday,5,1,2014,d_1090,,,,,0,0,0
2014/1/23,11352,Thursday,6,1,2014,d_1091,,,,,0,0,0
2014/1/24,11352,Friday,7,1,2014,d_1092,,,,,0,0,0
2014/1/25,11353,Saturday,1,1,2014,d_1093,,,,,0,0,0
2014/1/26,11353,Sunday,2,1,2014,d_1094,,,,,0,0,0
2014/1/27,11353,Monday,3,1,2014,d_1095,,,,,0,0,0
2014/1/28,11353,Tuesday,4,1,2014,d_1096,,,,,0,0,0
2014/1/29,11353,Wednesday,5,1,2014,d_1097,,,,,0,0,0
2014/1/30,11353,Thursday,6,1,2014,d_1098,,,,,0,0,0
2014/1/31,11353,Friday,7,1,2014,d_1099,,,,,0,0,0
2014/2/1,11401,Saturday,1,2,2014,d_1100,,,,,1,1,0
2014/2/2,11401,Sunday,2,2,2014,d_1101,SuperBowl,Sporting,,,1,0,1
2014/2/3,11401,Monday,3,2,2014,d_1102,,,,,1,1,1
2014/2/4,11401,Tuesday,4,2,2014,d_1103,,,,,1,0,0
2014/2/5,11401,Wednesday,5,2,2014,d_1104,,,,,1,1,1
2014/2/6,11401,Thursday,6,2,2014,d_1105,,,,,1,1,1
2014/2/7,11401,Friday,7,2,2014,d_1106,,,,,1,1,0
2014/2/8,11402,Saturday,1,2,2014,d_1107,,,,,1,0,1
2014/2/9,11402,Sunday,2,2,2014,d_1108,,,,,1,1,1
2014/2/10,11402,Monday,3,2,2014,d_1109,,,,,1,0,0
2014/2/11,11402,Tuesday,4,2,2014,d_1110,,,,,0,1,1
2014/2/12,11402,Wednesday,5,2,2014,d_1111,,,,,0,1,1
2014/2/13,11402,Thursday,6,2,2014,d_1112,,,,,0,1,0
2014/2/14,11402,Friday,7,2,2014,d_1113,ValentinesDay,Cultural,,,0,0,1
2014/2/15,11403,Saturday,1,2,2014,d_1114,,,,,0,1,1
2014/2/16,11403,Sunday,2,2,2014,d_1115,,,,,0,0,0
2014/2/17,11403,Monday,3,2,2014,d_1116,PresidentsDay,National,,,0,0,0
2014/2/18,11403,Tuesday,4,2,2014,d_1117,,,,,0,0,0
2014/2/19,11403,Wednesday,5,2,2014,d_1118,,,,,0,0,0
2014/2/20,11403,Thursday,6,2,2014,d_1119,,,,,0,0,0
2014/2/21,11403,Friday,7,2,2014,d_1120,,,,,0,0,0
2014/2/22,11404,Saturday,1,2,2014,d_1121,,,,,0,0,0
2014/2/23,11404,Sunday,2,2,2014,d_1122,,,,,0,0,0
2014/2/24,11404,Monday,3,2,2014,d_1123,,,,,0,0,0
2014/2/25,11404,Tuesday,4,2,2014,d_1124,,,,,0,0,0
2014/2/26,11404,Wednesday,5,2,2014,d_1125,,,,,0,0,0
2014/2/27,11404,Thursday,6,2,2014,d_1126,,,,,0,0,0
2014/2/28,11404,Friday,7,2,2014,d_1127,,,,,0,0,0
2014/3/1,11405,Saturday,1,3,2014,d_1128,,,,,1,1,0
2014/3/2,11405,Sunday,2,3,2014,d_1129,,,,,1,0,1
2014/3/3,11405,Monday,3,3,2014,d_1130,,,,,1,1,1
2014/3/4,11405,Tuesday,4,3,2014,d_1131,,,,,1,0,0
